DataSeries,2022,2021,2020,2019,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002,2001,2000
Percentage Of Forests (Including Mangroves) To Total Land Area,20.13,20.52,21.01,21.45,21.93,22.3,22.77,23.12,23.62,24.17,24.5,24.67,24.94,25.14,25.54,25.84,25.93,25.64,25.49,24.69,24.73,25.01,25.26
